,genero,edad,pais,nivel de estudios,puesto de trabajo,sector,tamaño de la compañia,continente,rama,lon,lat
3909,Man,25-29,India,Master’s degree,Data Analyst,Computers/Technology,250-999 employees,Asia,data,77.216721,20.59
3910,Man,30-34,India,Master’s degree,Data Engineer,Insurance/Risk Assessment,"10,000 or more employees",Asia,data,77.216721,20.59
3911,Man,45-49,India,Master’s degree,Data Scientist,Broadcasting/Communications,"10,000 or more employees",Asia,data,77.216721,20.59
3912,Man,25-29,India,Master’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
3913,Man,25-29,India,Master’s degree,Machine Learning Engineer,Insurance/Risk Assessment,"10,000 or more employees",Asia,data,77.216721,20.59
3914,Man,18-21,India,Bachelor’s degree,Machine Learning Engineer,Academics/Education,"1000-9,999 employees",Asia,data,77.216721,20.59
3915,Woman,30-34,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,0-49 employees,Asia,data,77.216721,20.59
3916,Man,30-34,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
3917,Woman,45-49,India,Doctoral degree,Data Scientist,Computers/Technology,250-999 employees,Asia,data,77.216721,20.59
3918,Man,35-39,India,Master’s degree,Data Analyst,Other,"10,000 or more employees",Asia,data,77.216721,20.59
3919,Man,40-44,India,Master’s degree,Data Scientist,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
3920,Man,22-24,India,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
3921,Man,30-34,India,Master’s degree,Data Analyst,Computers/Technology,250-999 employees,Asia,data,77.216721,20.59
3922,Man,25-29,India,Master’s degree,Data Analyst,Medical/Pharmaceutical,"10,000 or more employees",Asia,data,77.216721,20.59
3923,Man,40-44,India,Doctoral degree,Research Scientist,Academics/Education,250-999 employees,Asia,data,77.216721,20.59
3924,Man,45-49,India,Doctoral degree,Data Scientist,,,Asia,data,77.216721,20.59
3925,Man,22-24,India,Bachelor’s degree,Data Scientist,Computers/Technology,50-249 employees,Asia,data,77.216721,20.59
3926,Man,22-24,India,Master’s degree,Machine Learning Engineer,Retail/Sales,0-49 employees,Asia,data,77.216721,20.59
3927,Woman,30-34,India,Master’s degree,Machine Learning Engineer,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
3928,Man,30-34,India,Master’s degree,Software Engineer,Medical/Pharmaceutical,"1000-9,999 employees",Asia,developer,77.216721,20.59
3929,Man,18-21,India,Master’s degree,Data Scientist,Academics/Education,"10,000 or more employees",Asia,data,77.216721,20.59
3930,Man,25-29,India,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,Asia,data,77.216721,20.59
3931,Woman,30-34,India,Master’s degree,Business Analyst,Retail/Sales,0-49 employees,Asia,data,77.216721,20.59
3932,Man,25-29,India,Bachelor’s degree,Data Scientist,Accounting/Finance,"10,000 or more employees",Asia,data,77.216721,20.59
3933,Woman,30-34,India,Bachelor’s degree,Software Engineer,Shipping/Transportation,250-999 employees,Asia,developer,77.216721,20.59
3934,Man,35-39,India,Doctoral degree,Business Analyst,,,Asia,data,77.216721,20.59
3935,Man,22-24,India,Bachelor’s degree,Data Analyst,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
3936,Man,22-24,India,Master’s degree,Software Engineer,Government/Public Service,"10,000 or more employees",Asia,developer,77.216721,20.59
3937,Man,22-24,India,Bachelor’s degree,Data Analyst,Computers/Technology,"1000-9,999 employees",Asia,data,77.216721,20.59
3938,Woman,30-34,India,Master’s degree,Program/Project Manager,Energy/Mining,50-249 employees,Asia,other,77.216721,20.59
3939,Man,18-21,India,Bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
3940,Woman,25-29,India,Master’s degree,Data Scientist,Computers/Technology,250-999 employees,Asia,data,77.216721,20.59
3941,Man,35-39,India,Master’s degree,Program/Project Manager,,,Asia,other,77.216721,20.59
3942,Man,40-44,India,Bachelor’s degree,Data Scientist,Energy/Mining,50-249 employees,Asia,data,77.216721,20.59
3943,Man,22-24,India,Master’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
3944,Man,30-34,India,Doctoral degree,Research Scientist,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
3945,Man,22-24,India,Bachelor’s degree,Data Scientist,Manufacturing/Fabrication,"1000-9,999 employees",Asia,data,77.216721,20.59
3946,Man,25-29,India,Bachelor’s degree,Business Analyst,Marketing/CRM,0-49 employees,Asia,data,77.216721,20.59
3947,Man,30-34,India,Master’s degree,Data Analyst,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
3948,Man,18-21,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer,77.216721,20.59
3949,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer,77.216721,20.59
3950,Woman,25-29,India,Master’s degree,Software Engineer,Hospitality/Entertainment/Sports,"10,000 or more employees",Asia,developer,77.216721,20.59
3951,Woman,22-24,India,Bachelor’s degree,Software Engineer,Accounting/Finance,"1000-9,999 employees",Asia,developer,77.216721,20.59
3952,Man,40-44,India,Master’s degree,Software Engineer,Computers/Technology,50-249 employees,Asia,developer,77.216721,20.59
3953,Man,25-29,India,Master’s degree,Data Scientist,Other,50-249 employees,Asia,data,77.216721,20.59
3954,Man,22-24,India,Bachelor’s degree,Software Engineer,Academics/Education,50-249 employees,Asia,developer,77.216721,20.59
3955,Man,25-29,India,I prefer not to answer,Software Engineer,,,Asia,developer,77.216721,20.59
3956,Man,22-24,India,Master’s degree,Data Analyst,Computers/Technology,"1000-9,999 employees",Asia,data,77.216721,20.59
3957,Man,25-29,India,Bachelor’s degree,Machine Learning Engineer,Medical/Pharmaceutical,"10,000 or more employees",Asia,data,77.216721,20.59
3958,Man,18-21,India,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
3959,Woman,25-29,India,Master’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer,77.216721,20.59
3960,Woman,18-21,India,Bachelor’s degree,Software Engineer,Online Service/Internet-based Services,250-999 employees,Asia,developer,77.216721,20.59
3961,Man,25-29,India,Bachelor’s degree,Business Analyst,Retail/Sales,"10,000 or more employees",Asia,data,77.216721,20.59
3962,Man,25-29,India,Master’s degree,Business Analyst,Energy/Mining,"10,000 or more employees",Asia,data,77.216721,20.59
3963,Woman,30-34,India,Master’s degree,Data Analyst,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
3964,Woman,18-21,India,Bachelor’s degree,Software Engineer,Academics/Education,"1000-9,999 employees",Asia,developer,77.216721,20.59
3965,Man,25-29,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees,Asia,data,77.216721,20.59
3966,Man,40-44,India,Bachelor’s degree,Data Scientist,Retail/Sales,50-249 employees,Asia,data,77.216721,20.59
3967,Man,22-24,India,Bachelor’s degree,Data Scientist,Accounting/Finance,"1000-9,999 employees",Asia,data,77.216721,20.59
3968,Man,18-21,India,Bachelor’s degree,Software Engineer,Academics/Education,0-49 employees,Asia,developer,77.216721,20.59
3969,Woman,18-21,India,Bachelor’s degree,Data Analyst,,,Asia,data,77.216721,20.59
3970,Woman,40-44,India,Doctoral degree,Research Scientist,,,Asia,data,77.216721,20.59
3971,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees",Asia,developer,77.216721,20.59
3972,Man,30-34,India,Master’s degree,Research Scientist,Military/Security/Defense,"1000-9,999 employees",Asia,data,77.216721,20.59
3973,Man,25-29,India,Bachelor’s degree,Business Analyst,Computers/Technology,0-49 employees,Asia,data,77.216721,20.59
3974,Man,30-34,India,Bachelor’s degree,Data Engineer,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
3975,Man,22-24,India,Bachelor’s degree,Data Scientist,Other,0-49 employees,Asia,data,77.216721,20.59
3976,Woman,25-29,India,Bachelor’s degree,Machine Learning Engineer,Hospitality/Entertainment/Sports,"10,000 or more employees",Asia,data,77.216721,20.59
3977,Man,30-34,India,Bachelor’s degree,Business Analyst,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
3978,Man,22-24,India,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,Asia,data,77.216721,20.59
3979,Man,22-24,India,Bachelor’s degree,Data Scientist,Non-profit/Service,0-49 employees,Asia,data,77.216721,20.59
3980,Woman,35-39,India,Doctoral degree,Machine Learning Engineer,Academics/Education,"10,000 or more employees",Asia,data,77.216721,20.59
3981,Man,40-44,India,Bachelor’s degree,Program/Project Manager,Computers/Technology,"10,000 or more employees",Asia,other,77.216721,20.59
3982,Woman,30-34,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,250-999 employees,Asia,data,77.216721,20.59
3983,Man,35-39,India,Master’s degree,Software Engineer,,,Asia,developer,77.216721,20.59
3984,Man,35-39,India,Bachelor’s degree,Program/Project Manager,Computers/Technology,250-999 employees,Asia,other,77.216721,20.59
3985,Man,25-29,India,Master’s degree,Data Scientist,Accounting/Finance,"1000-9,999 employees",Asia,data,77.216721,20.59
3986,Man,22-24,India,Bachelor’s degree,Data Scientist,Government/Public Service,50-249 employees,Asia,data,77.216721,20.59
3987,Man,18-21,India,Master’s degree,Data Analyst,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
3988,Man,40-44,India,Master’s degree,Program/Project Manager,Accounting/Finance,"10,000 or more employees",Asia,other,77.216721,20.59
3989,Man,30-34,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer,77.216721,20.59
3990,Man,30-34,India,Master’s degree,Research Scientist,Manufacturing/Fabrication,"10,000 or more employees",Asia,data,77.216721,20.59
3991,Woman,25-29,India,I prefer not to answer,Data Scientist,Academics/Education,"1000-9,999 employees",Asia,data,77.216721,20.59
3992,Man,22-24,India,Bachelor’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees",Asia,developer,77.216721,20.59
3993,Man,25-29,India,Master’s degree,Data Scientist,Accounting/Finance,0-49 employees,Asia,data,77.216721,20.59
3994,Man,25-29,India,Bachelor’s degree,Data Analyst,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
3995,Man,55-59,India,Master’s degree,Data Analyst,Other,250-999 employees,Asia,data,77.216721,20.59
3996,Man,30-34,India,Master’s degree,Business Analyst,Manufacturing/Fabrication,"1000-9,999 employees",Asia,data,77.216721,20.59
3997,Man,18-21,India,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,Asia,data,77.216721,20.59
3998,Man,22-24,India,Master’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees,Asia,data,77.216721,20.59
3999,Man,30-34,India,Master’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,Asia,data,77.216721,20.59
4000,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer,77.216721,20.59
4001,Man,18-21,India,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
4002,Woman,35-39,India,Professional doctorate,Research Scientist,Academics/Education,50-249 employees,Asia,data,77.216721,20.59
4003,Man,22-24,India,Master’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
4004,Woman,30-34,India,Doctoral degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
4005,Man,18-21,India,Master’s degree,Data Scientist,,,Asia,data,77.216721,20.59
4006,Man,30-34,India,Doctoral degree,Research Scientist,Academics/Education,"10,000 or more employees",Asia,data,77.216721,20.59
4007,Man,25-29,India,Bachelor’s degree,Software Engineer,Broadcasting/Communications,"10,000 or more employees",Asia,developer,77.216721,20.59
4008,Man,35-39,India,Master’s degree,Data Scientist,Computers/Technology,250-999 employees,Asia,data,77.216721,20.59
4009,Man,22-24,India,Bachelor’s degree,Product Manager,Non-profit/Service,"1000-9,999 employees",Asia,other,77.216721,20.59
4010,Man,22-24,India,Bachelor’s degree,Machine Learning Engineer,Other,50-249 employees,Asia,data,77.216721,20.59
4011,Man,18-21,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees,Asia,data,77.216721,20.59
4012,Woman,35-39,India,I prefer not to answer,Data Analyst,Academics/Education,250-999 employees,Asia,data,77.216721,20.59
4013,Man,18-21,India,Bachelor’s degree,Data Scientist,,,Asia,data,77.216721,20.59
4014,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,"1000-9,999 employees",Asia,developer,77.216721,20.59
4015,Man,22-24,India,Bachelor’s degree,Data Analyst,Marketing/CRM,250-999 employees,Asia,data,77.216721,20.59
4016,Man,18-21,India,Bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
4017,Man,18-21,India,Bachelor’s degree,Data Scientist,,,Asia,data,77.216721,20.59
4018,Man,25-29,India,Master’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer,77.216721,20.59
4019,Man,22-24,India,Bachelor’s degree,Software Engineer,,,Asia,developer,77.216721,20.59
4020,Man,35-39,India,Bachelor’s degree,Business Analyst,,,Asia,data,77.216721,20.59
4021,Man,25-29,India,Bachelor’s degree,Data Analyst,Retail/Sales,"1000-9,999 employees",Asia,data,77.216721,20.59
4022,Man,35-39,India,Doctoral degree,Data Scientist,Online Service/Internet-based Services,0-49 employees,Asia,data,77.216721,20.59
4023,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer,77.216721,20.59
4024,Man,18-21,India,Bachelor’s degree,Software Engineer,Computers/Technology,50-249 employees,Asia,developer,77.216721,20.59
4025,Woman,22-24,India,Bachelor’s degree,Data Scientist,Other,0-49 employees,Asia,data,77.216721,20.59
4026,Man,18-21,India,Bachelor’s degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer,77.216721,20.59
4027,Man,40-44,India,Doctoral degree,Research Scientist,Academics/Education,50-249 employees,Asia,data,77.216721,20.59
4028,Man,30-34,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees,Asia,data,77.216721,20.59
4029,Man,25-29,India,Bachelor’s degree,Data Scientist,Academics/Education,"10,000 or more employees",Asia,data,77.216721,20.59
4030,Man,45-49,India,Master’s degree,Program/Project Manager,Computers/Technology,"10,000 or more employees",Asia,other,77.216721,20.59
4031,Man,18-21,India,Bachelor’s degree,Data Scientist,Accounting/Finance,250-999 employees,Asia,data,77.216721,20.59
4032,Man,18-21,India,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,Asia,data,77.216721,20.59
4033,Woman,30-34,India,Bachelor’s degree,Software Engineer,Accounting/Finance,250-999 employees,Asia,developer,77.216721,20.59
4034,Woman,25-29,India,Master’s degree,Data Scientist,Online Business/Internet-based Sales,"1000-9,999 employees",Asia,data,77.216721,20.59
4035,Man,22-24,India,Master’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees,Asia,data,77.216721,20.59
4036,Man,25-29,India,Bachelor’s degree,Data Scientist,Computers/Technology,250-999 employees,Asia,data,77.216721,20.59
4037,Man,18-21,India,Bachelor’s degree,Data Scientist,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
4038,Man,22-24,India,Bachelor’s degree,Data Scientist,Manufacturing/Fabrication,0-49 employees,Asia,data,77.216721,20.59
4039,Man,30-34,India,Bachelor’s degree,Software Engineer,Manufacturing/Fabrication,"10,000 or more employees",Asia,developer,77.216721,20.59
4040,Woman,30-34,India,Doctoral degree,Research Scientist,Academics/Education,250-999 employees,Asia,data,77.216721,20.59
4041,Man,18-21,India,Bachelor’s degree,Data Scientist,Academics/Education,"1000-9,999 employees",Asia,data,77.216721,20.59
4042,Man,22-24,India,Master’s degree,Software Engineer,,,Asia,developer,77.216721,20.59
4043,Man,22-24,India,Bachelor’s degree,Software Engineer,Computers/Technology,250-999 employees,Asia,developer,77.216721,20.59
4044,Man,30-34,India,Master’s degree,Program/Project Manager,Academics/Education,250-999 employees,Asia,other,77.216721,20.59
4045,Woman,22-24,India,Master’s degree,Statistician,Government/Public Service,0-49 employees,Asia,other,77.216721,20.59
4046,Man,30-34,India,Bachelor’s degree,Software Engineer,Accounting/Finance,"10,000 or more employees",Asia,developer,77.216721,20.59
4047,Woman,25-29,India,Master’s degree,Data Scientist,Online Business/Internet-based Sales,"1000-9,999 employees",Asia,data,77.216721,20.59
4048,Man,25-29,India,Master’s degree,Software Engineer,Computers/Technology,250-999 employees,Asia,developer,77.216721,20.59
4049,Man,25-29,India,Master’s degree,Data Scientist,Online Service/Internet-based Services,0-49 employees,Asia,data,77.216721,20.59
4050,Man,30-34,India,Bachelor’s degree,Software Engineer,Computers/Technology,"10,000 or more employees",Asia,developer,77.216721,20.59
4051,Man,25-29,India,Bachelor’s degree,Data Analyst,Accounting/Finance,"10,000 or more employees",Asia,data,77.216721,20.59
4052,Man,30-34,India,Doctoral degree,Machine Learning Engineer,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
4053,Man,25-29,India,Bachelor’s degree,Data Analyst,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
4054,Man,18-21,India,Master’s degree,Machine Learning Engineer,Academics/Education,50-249 employees,Asia,data,77.216721,20.59
4055,Man,25-29,India,Professional doctorate,Machine Learning Engineer,Insurance/Risk Assessment,0-49 employees,Asia,data,77.216721,20.59
4056,Woman,22-24,India,Bachelor’s degree,Software Engineer,Medical/Pharmaceutical,"10,000 or more employees",Asia,developer,77.216721,20.59
4057,Woman,18-21,India,Bachelor’s degree,Data Scientist,Computers/Technology,0-49 employees,Asia,data,77.216721,20.59
4058,Man,40-44,India,Bachelor’s degree,Data Analyst,Computers/Technology,"1000-9,999 employees",Asia,data,77.216721,20.59
4059,Woman,25-29,India,Bachelor’s degree,Software Engineer,Online Service/Internet-based Services,"10,000 or more employees",Asia,developer,77.216721,20.59
4060,Man,35-39,India,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,"10,000 or more employees",Asia,data,77.216721,20.59
4061,Man,22-24,India,Bachelor’s degree,Machine Learning Engineer,Other,0-49 employees,Asia,data,77.216721,20.59
4062,Man,22-24,India,Bachelor’s degree,Data Scientist,Computers/Technology,"10,000 or more employees",Asia,data,77.216721,20.59
4063,Man,35-39,India,Bachelor’s degree,Product Manager,,,Asia,other,77.216721,20.59
4064,Woman,25-29,India,I prefer not to answer,Statistician,,,Asia,other,77.216721,20.59
4065,Man,25-29,India,Master’s degree,Data Scientist,Computers/Technology,50-249 employees,Asia,data,77.216721,20.59
4066,Man,45-49,India,Doctoral degree,Research Scientist,Online Service/Internet-based Services,50-249 employees,Asia,data,77.216721,20.59
4067,Woman,18-21,India,Master’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
4068,Woman,18-21,India,Bachelor’s degree,Software Engineer,Insurance/Risk Assessment,0-49 employees,Asia,developer,77.216721,20.59
4069,Man,40-44,India,Doctoral degree,Data Scientist,Computers/Technology,50-249 employees,Asia,data,77.216721,20.59
4070,Man,18-21,India,Bachelor’s degree,Data Scientist,Computers/Technology,50-249 employees,Asia,data,77.216721,20.59
4071,Woman,22-24,India,Bachelor’s degree,Data Scientist,Computers/Technology,"1000-9,999 employees",Asia,data,77.216721,20.59
4072,Man,18-21,India,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
4073,Man,18-21,India,Master’s degree,Data Analyst,,,Asia,data,77.216721,20.59
4074,Man,22-24,India,Bachelor’s degree,Data Scientist,Medical/Pharmaceutical,"10,000 or more employees",Asia,data,77.216721,20.59
4075,Woman,25-29,India,Master’s degree,Data Analyst,,,Asia,data,77.216721,20.59
4076,Man,18-21,India,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
4077,Man,25-29,India,Bachelor’s degree,Data Scientist,Insurance/Risk Assessment,"1000-9,999 employees",Asia,data,77.216721,20.59
4078,Man,18-21,India,Bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
4079,Man,60-69,India,Master’s degree,Software Engineer,Energy/Mining,0-49 employees,Asia,developer,77.216721,20.59
4080,Man,35-39,India,Doctoral degree,Data Scientist,Academics/Education,50-249 employees,Asia,data,77.216721,20.59
4081,Woman,18-21,India,Bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
4082,Man,22-24,India,Master’s degree,Software Engineer,Computers/Technology,0-49 employees,Asia,developer,77.216721,20.59
4083,Man,25-29,India,Professional doctorate,Data Analyst,Online Service/Internet-based Services,250-999 employees,Asia,data,77.216721,20.59
4084,Man,35-39,India,Bachelor’s degree,Product Manager,Energy/Mining,"1000-9,999 employees",Asia,other,77.216721,20.59
4085,Man,22-24,India,Master’s degree,Data Scientist,Computers/Technology,0-49 employees,Asia,data,77.216721,20.59
4086,Man,18-21,India,Bachelor’s degree,Data Analyst,Academics/Education,0-49 employees,Asia,data,77.216721,20.59
4087,Man,18-21,India,Bachelor’s degree,Software Engineer,Academics/Education,0-49 employees,Asia,developer,77.216721,20.59
4088,Man,18-21,India,Master’s degree,Data Analyst,,,Asia,data,77.216721,20.59
4089,Man,30-34,India,Bachelor’s degree,Data Analyst,Manufacturing/Fabrication,"10,000 or more employees",Asia,data,77.216721,20.59
4090,Man,18-21,India,Bachelor’s degree,Business Analyst,Other,0-49 employees,Asia,data,77.216721,20.59
4091,Man,45-49,Nigeria,Master’s degree,Program/Project Manager,Shipping/Transportation,"1000-9,999 employees",África,other,7.491302,9.072264
4092,Man,25-29,Nigeria,Some college/university study without earning a bachelor’s degree,Program/Project Manager,Computers/Technology,0-49 employees,África,other,7.491302,9.072264
4093,Man,35-39,Nigeria,Bachelor’s degree,Research Scientist,,,África,data,7.491302,9.072264
4094,Man,25-29,Nigeria,Master’s degree,Research Scientist,Academics/Education,0-49 employees,África,data,7.491302,9.072264
4095,Man,30-34,Nigeria,Master’s degree,Data Analyst,Manufacturing/Fabrication,"1000-9,999 employees",África,data,7.491302,9.072264
4096,Man,35-39,Nigeria,Master’s degree,Software Engineer,Government/Public Service,"1000-9,999 employees",África,developer,7.491302,9.072264
4097,Man,18-21,Nigeria,Bachelor’s degree,Data Scientist,Other,0-49 employees,África,data,7.491302,9.072264
4098,Man,35-39,Nigeria,Bachelor’s degree,DBA/Database Engineer,Academics/Education,50-249 employees,África,data,7.491302,9.072264
4099,Man,22-24,Nigeria,Bachelor’s degree,Data Engineer,Accounting/Finance,0-49 employees,África,data,7.491302,9.072264
4100,Man,30-34,Nigeria,Master’s degree,Data Scientist,Retail/Sales,0-49 employees,África,data,7.491302,9.072264
4101,Man,25-29,Nigeria,Master’s degree,Statistician,Academics/Education,0-49 employees,África,other,7.491302,9.072264
4102,Man,22-24,Nigeria,Master’s degree,Research Scientist,Academics/Education,0-49 employees,África,data,7.491302,9.072264
4103,Man,40-44,Nigeria,Doctoral degree,Research Scientist,Government/Public Service,"1000-9,999 employees",África,data,7.491302,9.072264
4104,Woman,25-29,Nigeria,Bachelor’s degree,Software Engineer,Other,"1000-9,999 employees",África,developer,7.491302,9.072264
4105,Woman,25-29,Nigeria,Bachelor’s degree,Data Scientist,Online Service/Internet-based Services,0-49 employees,África,data,7.491302,9.072264
4106,Man,40-44,Nigeria,Doctoral degree,Data Engineer,Computers/Technology,0-49 employees,África,data,7.491302,9.072264
4107,Woman,30-34,Nigeria,Master’s degree,Data Analyst,Energy/Mining,"1000-9,999 employees",África,data,7.491302,9.072264
4108,Man,30-34,Nigeria,Master’s degree,Research Scientist,Non-profit/Service,250-999 employees,África,data,7.491302,9.072264
4109,Man,18-21,Nigeria,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,50-249 employees,África,data,7.491302,9.072264
4110,Woman,25-29,Nigeria,Master’s degree,Product Manager,Accounting/Finance,0-49 employees,África,other,7.491302,9.072264
4111,Woman,30-34,Nigeria,Master’s degree,Data Analyst,Academics/Education,0-49 employees,África,data,7.491302,9.072264
4112,Man,40-44,Nigeria,Bachelor’s degree,Software Engineer,Online Business/Internet-based Sales,0-49 employees,África,developer,7.491302,9.072264
4113,Man,45-49,Nigeria,Master’s degree,Research Scientist,Government/Public Service,50-249 employees,África,data,7.491302,9.072264
4114,Man,30-34,Nigeria,Master’s degree,Software Engineer,,,África,developer,7.491302,9.072264
4115,Man,18-21,Nigeria,Bachelor’s degree,Software Engineer,Other,0-49 employees,África,developer,7.491302,9.072264
4116,Woman,25-29,Nigeria,Master’s degree,Data Analyst,Accounting/Finance,"10,000 or more employees",África,data,7.491302,9.072264
4117,Woman,35-39,Nigeria,Master’s degree,Business Analyst,Computers/Technology,"1000-9,999 employees",África,data,7.491302,9.072264
4118,Man,25-29,Nigeria,Master’s degree,Data Analyst,Non-profit/Service,0-49 employees,África,data,7.491302,9.072264
4119,Man,35-39,Nigeria,Doctoral degree,Business Analyst,Accounting/Finance,250-999 employees,África,data,7.491302,9.072264
4120,Man,30-34,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,50-249 employees,África,data,7.491302,9.072264
4121,Man,25-29,Nigeria,Bachelor’s degree,Data Analyst,Academics/Education,50-249 employees,África,data,7.491302,9.072264
4122,Man,40-44,Nigeria,Doctoral degree,Data Scientist,Retail/Sales,0-49 employees,África,data,7.491302,9.072264
4123,Man,25-29,Nigeria,Master’s degree,Software Engineer,Academics/Education,0-49 employees,África,developer,7.491302,9.072264
4124,Man,35-39,Nigeria,Bachelor’s degree,Business Analyst,Academics/Education,"1000-9,999 employees",África,data,7.491302,9.072264
4125,Man,25-29,Nigeria,Some college/university study without earning a bachelor’s degree,Data Engineer,Computers/Technology,50-249 employees,África,data,7.491302,9.072264
4126,Man,40-44,Nigeria,Bachelor’s degree,Data Analyst,Retail/Sales,250-999 employees,África,data,7.491302,9.072264
4127,Man,18-21,Nigeria,Some college/university study without earning a bachelor’s degree,Machine Learning Engineer,Academics/Education,0-49 employees,África,data,7.491302,9.072264
4128,Man,35-39,Nigeria,Doctoral degree,Research Scientist,Academics/Education,"1000-9,999 employees",África,data,7.491302,9.072264
4129,Man,18-21,Nigeria,Bachelor’s degree,Data Scientist,Academics/Education,0-49 employees,África,data,7.491302,9.072264
4130,Man,40-44,Nigeria,Master’s degree,Machine Learning Engineer,Energy/Mining,"1000-9,999 employees",África,data,7.491302,9.072264
4131,Man,22-24,Nigeria,Bachelor’s degree,Software Engineer,Other,0-49 employees,África,developer,7.491302,9.072264
4132,Man,30-34,Nigeria,Master’s degree,Program/Project Manager,Computers/Technology,0-49 employees,África,other,7.491302,9.072264
4133,Man,30-34,Nigeria,Bachelor’s degree,Machine Learning Engineer,Computers/Technology,0-49 employees,África,data,7.491302,9.072264
4134,Woman,25-29,Nigeria,Bachelor’s degree,Data Analyst,Online Business/Internet-based Sales,"1000-9,999 employees",África,data,7.491302,9.072264
4135,Man,35-39,Nigeria,I prefer not to answer,Data Scientist,Retail/Sales,50-249 employees,África,data,7.491302,9.072264
4136,Man,30-34,Nigeria,Master’s degree,Data Analyst,Computers/Technology,0-49 employees,África,data,7.491302,9.072264
4137,Man,18-21,Nigeria,Bachelor’s degree,Data Scientist,Other,50-249 employees,África,data,7.491302,9.072264
4138,Man,45-49,Nigeria,Master’s degree,Business Analyst,Other,0-49 employees,África,data,7.491302,9.072264
4139,Man,22-24,Nigeria,Some college/university study without earning a bachelor’s degree,Statistician,Non-profit/Service,0-49 employees,África,other,7.491302,9.072264
4140,Man,25-29,Nigeria,Bachelor’s degree,Data Scientist,Retail/Sales,0-49 employees,África,data,7.491302,9.072264
